bank_name,transaction_date,year,month_num,month_name,debit_transactions,debit_amount,credit_transactions,credit_amount,total_transactions,total_amount,avg_debit_ticket_size,avg_credit_ticket_size,net_amount_flow,mom_amount_growth_pct,yoy_amount_growth_pct,rolling_3m_avg_amount,market_share_pct,overall_bank_rank,debit_credit_txn_ratio,debit_credit_amount_ratio
ABHYUDAYA CO-OP BANK,2010-12-01,2010,12,December,6008,520.129,12694,406.723,18702,926.852,0.0865727363515313,0.032040570348196,-113.406,42.86,322.08,737.8,0.0495,78,0.473,1.279
ABHYUDAYA CO-OP BANK,2011-01-01,2011,1,January,5814,401.932,12148,432.115,17962,834.047,0.0691317509459924,0.0355708758643398,30.182999999999996,-10.01,302.43,803.22,0.0444,78,0.479,0.93
ABHYUDAYA CO-OP BANK,2011-02-01,2011,2,February,6012,380.958,12306,417.78,18318,798.738,0.0633662674650698,0.0339492930277913,36.821999999999946,-4.23,230.26,853.21,0.0441,78,0.489,0.912
ABHYUDAYA CO-OP BANK,2011-03-01,2011,3,March,7052,444.781,15191,526.183,22243,970.964,0.0630716108905275,0.0346378118622868,81.40199999999999,21.56,170.2,867.92,0.0323,78,0.464,0.845
ABHYUDAYA CO-OP BANK,2011-04-01,2011,4,April,6310,398.534,13157,522.953,19467,921.487,0.0631591125198098,0.0397471308048947,124.41899999999998,-5.1,180.2,897.06,0.0354,78,0.48,0.762
ABHYUDAYA CO-OP BANK,2011-05-01,2011,5,May,6720,422.575,14263,541.111,20983,963.686,0.0628831845238095,0.0379380915655892,118.536,4.58,219.14,952.05,0.0421,78,0.471,0.781
ABHYUDAYA CO-OP BANK,2011-06-01,2011,6,June,6759,427.965,13878,511.311,20637,939.276,0.063317798490901,0.0368432771292693,83.346,-2.53,14.25,941.48,0.0356,78,0.487,0.837
ABHYUDAYA CO-OP BANK,2011-07-01,2011,7,July,7535,707.882,14082,784.895,21617,1492.777,0.0939458526874585,0.0557374662689958,77.01300000000003,58.93,282.46,1131.91,0.0582,78,0.535,0.902
ABHYUDAYA CO-OP BANK,2011-08-01,2011,8,August,7997,468.8,16058,639.232,24055,1108.032,0.0586219832437164,0.0398076970980196,170.43199999999996,-25.77,175.87,1180.03,0.0452,78,0.498,0.733
ABHYUDAYA CO-OP BANK,2011-09-01,2011,9,September,8302,484.158,14638,527.278,22940,1011.436,0.0583182365695013,0.0360211777565241,43.120000000000005,-8.72,159.14,1204.08,0.037,78,0.567,0.918
ABHYUDAYA CO-OP BANK,2011-10-01,2011,10,October,8513,477.157,18307,660.932,26820,1138.089,0.0560503935157993,0.0361026929589774,183.77500000000003,12.52,78.44,1085.85,0.0401,78,0.465,0.722
ABHYUDAYA CO-OP BANK,2011-11-01,2011,11,November,8363,475.924,16598,714.984,24961,1190.908,0.0569082865000597,0.0430765152428003,239.0600000000001,4.64,83.57,1113.48,0.0437,78,0.504,0.666
ABHYUDAYA CO-OP BANK,2011-12-01,2011,12,December,8962,470.475,18108,665.658,27070,1136.133,0.0524966525329167,0.0367604373757455,195.183,-4.6,22.58,1155.04,0.0354,78,0.495,0.707
ABHYUDAYA CO-OP BANK,2012-01-01,2012,1,January,8963,508.804,18606,737.047,27569,1245.851,0.0567671538547361,0.0396134042781898,228.24300000000005,9.66,49.37,1190.96,0.0365,78,0.482,0.69
ABHYUDAYA CO-OP BANK,2012-02-01,2012,2,February,8734,1212.48,19104,839.878,27838,2052.358,0.1388229906114037,0.0439634631490787,-372.602,64.74,156.95,1478.11,0.0581,78,0.457,1.444
ABHYUDAYA CO-OP BANK,2012-03-01,2012,3,March,10269,645.617,24373,1462.465,34642,2108.082,0.0628704839809134,0.0600034874656382,816.848,2.72,117.11,1802.1,0.0438,78,0.421,0.441
ABHYUDAYA CO-OP BANK,2012-04-01,2012,4,April,9666,825.52,20684,869.706,30350,1695.226,0.0854045106559073,0.0420472829239992,44.18600000000004,-19.58,83.97,1951.89,0.0434,78,0.467,0.949
ABHYUDAYA CO-OP BANK,2012-05-01,2012,5,May,10083,620.6,24656,1148.738,34739,1769.3380000000002,0.0615491421204006,0.0465906067488643,528.138,4.37,83.6,1857.55,0.0443,78,0.409,0.54
ABHYUDAYA CO-OP BANK,2012-06-01,2012,6,June,10064,994.416,23571,1164.518,33635,2158.934,0.0988092209856915,0.0494046922065249,170.10199999999998,22.02,129.85,1874.5,0.0521,78,0.427,0.854
ABHYUDAYA CO-OP BANK,2012-07-01,2012,7,July,10790,894.82,26361,1047.618,37151,1942.438,0.0829304911955514,0.0397412086036189,152.7979999999999,-10.03,30.12,1956.9,0.0461,78,0.409,0.854
ABHYUDAYA CO-OP BANK,2012-08-01,2012,8,August,10518,727.476,26976,1003.154,37494,1730.63,0.0691648602395892,0.0371869068801897,275.678,-10.9,56.19,1944.0,0.0411,78,0.39,0.725
ABHYUDAYA CO-OP BANK,2012-09-01,2012,9,September,10918,1068.399,26835,1041.648,37753,2110.047,0.0978566587287048,0.0388167691447736,-26.750999999999976,21.92,108.62,1927.7,0.0464,78,0.407,1.026
ABHYUDAYA CO-OP BANK,2012-10-01,2012,10,October,12957,858.94,32039,1629.942,44996,2488.882,0.0662915798410125,0.0508736851961671,771.002,17.95,118.69,2109.85,0.0491,78,0.404,0.527
ABHYUDAYA CO-OP BANK,2012-11-01,2012,11,November,12339,926.149,31707,1357.28,44046,2283.429,0.0750586757435772,0.0428069511464345,431.131,-8.25,91.74,2294.12,0.0496,78,0.389,0.682
ABHYUDAYA CO-OP BANK,2012-12-01,2012,12,December,12981,915.281,32028,1260.622,45009,2175.903,0.0705092827979354,0.0393599975021855,345.3410000000001,-4.71,91.52,2316.07,0.0408,78,0.405,0.726
ABHYUDAYA CO-OP BANK,2013-01-01,2013,1,January,13662,1287.428,34573,1544.902,48235,2832.33,0.0942342263211828,0.0446852167876666,257.47399999999993,30.17,127.34,2430.55,0.0507,78,0.395,0.833
ABHYUDAYA CO-OP BANK,2013-02-01,2013,2,February,12772,891.499,33258,1407.943,46030,2299.442,0.0698010491700595,0.0423339647603584,516.444,-18.81,12.04,2435.89,0.0449,78,0.384,0.633
ABHYUDAYA CO-OP BANK,2013-03-01,2013,3,March,15028,1378.32,41389,1693.863,56417,3072.183,0.0917167953154112,0.0409254391263379,315.5430000000001,33.61,45.73,2734.65,0.0426,78,0.363,0.814
ABHYUDAYA CO-OP BANK,2013-04-01,2013,4,April,14834,1033.838,35017,1510.174,49851,2544.012,0.0696938115140892,0.0431268812291172,476.336,-17.19,50.07,2638.55,0.0392,78,0.424,0.685
ABHYUDAYA CO-OP BANK,2013-05-01,2013,5,May,13978,1058.553,37109,1512.726,51087,2571.2790000000005,0.0757299327514666,0.0407643967770621,454.173,1.07,45.32,2729.16,0.039,78,0.377,0.7
ABHYUDAYA CO-OP BANK,2013-06-01,2013,6,June,13884,1130.43,39290,1894.878,53174,3025.308,0.0814196197061365,0.0482279969457877,764.4479999999999,17.66,40.13,2713.53,0.0465,78,0.353,0.597
ABHYUDAYA CO-OP BANK,2013-07-01,2013,7,July,16435,1124.027,41233,1820.638,57668,2944.665,0.0683922725889869,0.0441548759488759,696.6109999999999,-2.67,51.6,2847.08,0.0427,78,0.399,0.617
ABHYUDAYA CO-OP BANK,2013-08-01,2013,8,August,16259,986.086,40817,1701.176,57076,2687.262,0.0606486253767144,0.0416781243109488,715.0899999999999,-8.74,55.28,2885.75,0.0426,78,0.398,0.58
ABHYUDAYA CO-OP BANK,2013-09-01,2013,9,September,16493,1003.836,41249,1623.212,57742,2627.048,0.0608643667010246,0.0393515479163131,619.376,-2.24,24.5,2752.99,0.0382,78,0.4,0.618
ABHYUDAYA CO-OP BANK,2013-10-01,2013,10,October,18540,1182.761,51161,2306.814,69701,3489.575,0.0637950916936353,0.0450893063075389,1124.053,32.83,40.21,2934.63,0.0452,78,0.362,0.513
ABHYUDAYA CO-OP BANK,2013-11-01,2013,11,November,15346,1143.602,41985,1914.021,57331,3057.623,0.0745211781571745,0.0455882100750267,770.4189999999999,-12.38,33.9,3058.08,0.0459,78,0.366,0.597
ABHYUDAYA CO-OP BANK,2013-12-01,2013,12,December,17950,1123.915,47319,1929.386,65269,3053.301,0.0626136490250696,0.040774023119677,805.471,-0.14,40.32,3200.17,0.0389,78,0.379,0.583
ABHYUDAYA CO-OP BANK,2014-01-01,2014,1,January,19876,1353.286,50444,2239.984,70320,3593.27,0.0680864359025961,0.044405360399651,886.6979999999999,17.68,26.87,3234.73,0.0464,78,0.394,0.604
ABHYUDAYA CO-OP BANK,2014-02-01,2014,2,February,17606,1087.512,46196,1928.93,63802,3016.442,0.0617693967965466,0.0417553467832712,841.4180000000001,-16.05,31.18,3221.0,0.0413,78,0.381,0.564
ABHYUDAYA CO-OP BANK,2014-03-01,2014,3,March,21286,1469.12,58885,2481.803,80171,3950.923,0.0690181339847787,0.0421466077948543,1012.683,30.98,28.6,3520.21,0.0372,78,0.361,0.592
ABHYUDAYA CO-OP BANK,2014-04-01,2014,4,April,20927,1309.785,51471,2301.064,72398,3610.849,0.0625882830792755,0.0447060286374851,991.2789999999998,-8.61,41.94,3526.07,0.0428,78,0.407,0.569
ABHYUDAYA CO-OP BANK,2014-05-01,2014,5,May,19533,1242.203,51901,2216.373,71434,3458.576,0.063595095479445,0.0427038592705342,974.17,-4.22,34.51,3673.45,0.0401,78,0.376,0.56
ABHYUDAYA CO-OP BANK,2014-06-01,2014,6,June,20066,1161.93,52399,2109.645,72465,3271.575,0.0579054121399382,0.0402611691062806,947.715,-5.41,8.14,3447.0,0.0363,78,0.383,0.551
ABHYUDAYA CO-OP BANK,2014-07-01,2014,7,July,21606,1253.985,56418,2281.459,78024,3535.4439999999995,0.0580387392391002,0.040438494806622,1027.474,8.07,20.06,3421.86,0.0386,78,0.383,0.55
ABHYUDAYA CO-OP BANK,2014-08-01,2014,8,August,21329,1174.79,55439,2285.774,76768,3460.564,0.0550794692671949,0.0412304334493767,1110.984,-2.12,28.78,3422.53,0.0383,78,0.385,0.514
ABHYUDAYA CO-OP BANK,2014-09-01,2014,9,September,23516,1439.228,59482,2310.847,82998,3750.075,0.0612020751828542,0.0388495175010927,871.6190000000001,8.37,42.75,3582.03,0.0348,78,0.395,0.623
ABHYUDAYA CO-OP BANK,2014-10-01,2014,10,October,21895,1347.155,61821,2336.111,83716,3683.266,0.0615279744233843,0.0377883081800682,988.956,-1.78,5.55,3631.3,0.0385,78,0.354,0.577
ABHYUDAYA CO-OP BANK,2014-11-01,2014,11,November,21909,1286.462,56806,2183.336,78715,3469.798,0.0587184262175361,0.0384349540541492,896.8739999999998,-5.8,13.48,3634.38,0.0376,78,0.386,0.589
ABHYUDAYA CO-OP BANK,2014-12-01,2014,12,December,26055,1675.107,65443,2466.382,91498,4141.489,0.0642911917098445,0.0376874837644973,791.2750000000001,19.36,35.64,3764.85,0.0372,78,0.398,0.679
ABHYUDAYA CO-OP BANK,2015-01-01,2015,1,January,25460,1607.47,64911,2610.181,90371,4217.651,0.0631370777690494,0.0402116898522592,1002.711,1.84,17.38,3942.98,0.0415,78,0.392,0.616
ABHYUDAYA CO-OP BANK,2015-02-01,2015,2,February,24119,1662.553,64056,2509.413,88175,4171.966,0.0689312575148223,0.0391752997377294,846.8599999999999,-1.08,38.31,4177.04,0.0413,78,0.377,0.663
ABHYUDAYA CO-OP BANK,2015-03-01,2015,3,March,28568,2049.716,80205,3239.286,108773,5289.002,0.0717486698403808,0.0403875818215822,1189.5700000000002,26.77,33.87,4559.54,0.0369,78,0.356,0.633
ABHYUDAYA CO-OP BANK,2015-04-01,2015,4,April,26692,1600.327,67777,2846.09,94469,4446.417,0.0599553049602877,0.0419919736783864,1245.763,-15.93,23.14,4635.8,0.0368,78,0.394,0.562
ABHYUDAYA CO-OP BANK,2015-05-01,2015,5,May,25860,1656.662,66702,2508.854,92562,4165.516,0.0640627223511214,0.0376128751761566,852.1919999999998,-6.32,20.44,4633.65,0.0376,78,0.388,0.66
ABHYUDAYA CO-OP BANK,2015-06-01,2015,6,June,28575,1771.134,71429,2896.338,100004,4667.472,0.0619819422572178,0.0405484887090677,1125.2040000000002,12.05,42.67,4426.47,0.0369,78,0.4,0.612
ABHYUDAYA CO-OP BANK,2015-07-01,2015,7,July,29966,1817.433,79030,3048.915,108996,4866.348,0.0606498364813455,0.0385792104264203,1231.482,4.26,37.64,4566.45,0.0387,78,0.379,0.596
ABHYUDAYA CO-OP BANK,2015-08-01,2015,8,August,31573,1796.301,77911,2700.447,109484,4496.748,0.0568935799575586,0.0346606640910782,904.1460000000002,-7.6,29.94,4676.86,0.0365,78,0.405,0.665
ABHYUDAYA CO-OP BANK,2015-09-01,2015,9,September,32151,1792.083,79985,2751.121,112136,4543.204,0.0557395726415974,0.0343954616490592,959.038,1.03,21.15,4635.43,0.0331,78,0.402,0.651
ABHYUDAYA CO-OP BANK,2015-10-01,2015,10,October,32722,2059.047,88693,3137.75,121415,5196.7970000000005,0.0629254629912597,0.0353776509983876,1078.703,14.39,41.09,4745.58,0.0376,78,0.369,0.656
ABHYUDAYA CO-OP BANK,2015-11-01,2015,11,November,30033,1817.066,83052,2945.15,113085,4762.216,0.0605023141211334,0.0354615180850551,1128.084,-8.36,37.25,4834.07,0.0374,78,0.362,0.617
ABHYUDAYA CO-OP BANK,2015-12-01,2015,12,December,35255,2234.177,91056,3366.851,126311,5601.028,0.063371918876755,0.0369756084167984,1132.674,17.61,35.24,5186.68,0.0342,78,0.387,0.664
ABHYUDAYA CO-OP BANK,2016-01-01,2016,1,January,33572,2007.038,89212,3122.955,122784,5129.993,0.0597830930537352,0.0350059969510828,1115.917,-8.41,21.63,5164.41,0.0362,78,0.376,0.643
ABHYUDAYA CO-OP BANK,2016-02-01,2016,2,February,35202,2088.472,92161,3297.322,127363,5385.794,0.0593282199875007,0.0357778452924772,1208.85,4.99,29.09,5372.27,0.037,78,0.382,0.633
ABHYUDAYA CO-OP BANK,2016-03-01,2016,3,March,40142,2924.731,110516,4484.736,150658,7409.467000000001,0.0728596233371531,0.0405799703210394,1560.0049999999997,37.57,40.09,5975.08,0.0362,78,0.363,0.652
ABHYUDAYA CO-OP BANK,2016-04-01,2016,4,April,35862,2297.284,94935,3513.18,130797,5810.464,0.064059003959623,0.0370061621109179,1215.8959999999995,-21.58,30.68,6201.91,0.0349,78,0.378,0.654
ABHYUDAYA CO-OP BANK,2016-05-01,2016,5,May,37408,2149.639,97422,3470.737,134830,5620.376,0.0574646866980325,0.0356258032066679,1321.098,-3.27,34.93,6280.1,0.0363,78,0.384,0.619
ABHYUDAYA CO-OP BANK,2016-06-01,2016,6,June,37810,2418.893,101211,3619.334,139021,6038.227,0.0639749537159481,0.0357602829731946,1200.4409999999998,7.43,29.37,5823.02,0.0342,78,0.374,0.668
ABHYUDAYA CO-OP BANK,2016-07-01,2016,7,July,38030,2309.358,104050,3618.133,142080,5927.491,0.0607246384433342,0.0347730225852955,1308.7749999999996,-1.83,21.81,5862.03,0.0364,78,0.365,0.638
ABHYUDAYA CO-OP BANK,2016-08-01,2016,8,August,40801,2313.263,110826,3789.987,151627,6103.25,0.0566962329354672,0.0341976341291754,1476.7240000000002,2.97,35.73,6022.99,0.0348,78,0.368,0.61
ABHYUDAYA CO-OP BANK,2016-09-01,2016,9,September,39431,2233.908,107036,3650.229,146467,5884.137,0.0566535974233471,0.0341028158750327,1416.321,-3.59,29.52,5971.63,0.0298,78,0.368,0.612
ABHYUDAYA CO-OP BANK,2016-10-01,2016,10,October,43757,2505.315,134274,4859.044,178031,7364.359,0.0572551820280183,0.0361875269970359,2353.729,25.16,41.71,6450.58,0.0387,78,0.326,0.516
ABHYUDAYA CO-OP BANK,2016-11-01,2016,11,November,54567,2730.172,122321,4179.027,176888,6909.1990000000005,0.0500333901442263,0.0341644280213536,1448.855,-6.18,45.08,6719.23,0.0392,78,0.446,0.653
ABHYUDAYA CO-OP BANK,2016-12-01,2016,12,December,81604,3668.557,158899,5188.994,240503,8857.551,0.0449556026665359,0.0326559260914165,1520.437,28.2,58.14,7710.37,0.0384,78,0.514,0.707
ABHYUDAYA CO-OP BANK,2017-01-01,2017,1,January,76562,3414.188,160050,5132.499,236612,8546.687,0.0445937671429691,0.0320680974695407,1718.3109999999997,-3.51,66.6,8104.48,0.0376,78,0.478,0.665
ABHYUDAYA CO-OP BANK,2017-02-01,2017,2,February,65689,2846.49,148400,4331.52,214089,7178.01,0.0433328258917018,0.029188140161725,1485.0300000000009,-16.01,33.28,8194.08,0.033,78,0.443,0.657
ABHYUDAYA CO-OP BANK,2017-03-01,2017,3,March,75147,4035.137,173150,6179.84,248297,10214.977,0.0536965813671869,0.0356906728270285,2144.703,42.31,37.86,8646.56,0.0313,78,0.434,0.653
ABHYUDAYA CO-OP BANK,2017-04-01,2017,4,April,66339,3203.883,152773,4992.197,219112,8196.08,0.0482956179622846,0.0326772204512577,1788.3140000000003,-19.76,41.06,8529.69,0.0337,78,0.434,0.642
ABHYUDAYA CO-OP BANK,2017-05-01,2017,5,May,66314,3306.775,155323,5059.432,221637,8366.207,0.0498654130349549,0.0325736175582495,1752.6569999999997,2.08,48.85,8925.75,0.0337,78,0.427,0.654
ABHYUDAYA CO-OP BANK,2017-06-01,2017,6,June,67375,3366.748,158682,5197.134,226057,8563.882,0.0499702857142857,0.032751881120732,1830.386,2.36,41.83,8375.39,0.0337,78,0.425,0.648
ABHYUDAYA CO-OP BANK,2017-07-01,2017,7,July,68914,3089.503,160880,5005.985,229794,8095.487999999999,0.0448312824680036,0.0311162667826951,1916.4819999999995,-5.47,36.58,8341.86,0.0337,78,0.428,0.617
ABHYUDAYA CO-OP BANK,2017-08-01,2017,8,August,68095,3458.805,162282,4811.102,230377,8269.907,0.0507938174609002,0.0296465535302744,1352.297,2.15,35.5,8309.76,0.0331,78,0.42,0.719
ABHYUDAYA CO-OP BANK,2017-09-01,2017,9,September,70430,3917.387,162615,6200.988,233045,10118.375,0.0556209995740451,0.0381329397657042,2283.601,22.35,71.96,8827.92,0.0357,78,0.433,0.632
ABHYUDAYA CO-OP BANK,2017-10-01,2017,10,October,75805,3685.025,179120,6027.796,254925,9712.821,0.0486118989512565,0.0336522778025904,2342.771,-4.01,31.89,9367.03,0.0351,78,0.423,0.611
ABHYUDAYA CO-OP BANK,2017-11-01,2017,11,November,78439,3813.849,171997,5623.358,250436,9437.207,0.0486218462754497,0.0326945121135833,1809.509,-2.84,36.59,9756.13,0.034,78,0.456,0.678
ABHYUDAYA CO-OP BANK,2017-12-01,2017,12,December,79428,3584.42,173899,5463.734,253327,9048.154,0.0451279145893135,0.0314190075848624,1879.3140000000003,-4.12,2.15,9399.39,0.0287,78,0.457,0.656
ABHYUDAYA CO-OP BANK,2018-01-01,2018,1,January,80764,4001.156,182093,5875.574,262857,9876.73,0.0495413302956762,0.0322668856024119,1874.418,9.16,15.56,9454.03,0.0321,78,0.444,0.681
ABHYUDAYA CO-OP BANK,2018-02-01,2018,2,February,77838,3911.529,173255,5836.464,251093,9747.993,0.05025217759963,0.0336871316845112,1924.935,-1.3,35.8,9557.63,0.0328,78,0.449,0.67
ABHYUDAYA CO-OP BANK,2018-03-01,2018,3,March,89122,4956.169,204885,7814.844,294007,12771.013,0.0556110612418931,0.0381425873050735,2858.675,31.01,25.02,10798.58,0.0283,78,0.435,0.634
ABHYUDAYA CO-OP BANK,2018-04-01,2018,4,April,82736,4215.162,186052,6536.896,268788,10752.058,0.0509471330497002,0.035134779524004,2321.7339999999995,-15.81,31.19,11090.35,0.0329,78,0.445,0.645
ABHYUDAYA CO-OP BANK,2018-05-01,2018,5,May,85328,3905.711,188952,7373.771,274280,11279.482,0.0457729115882242,0.0390245723781701,3468.06,4.91,34.82,11600.85,0.0329,78,0.452,0.53
ABHYUDAYA CO-OP BANK,2018-06-01,2018,6,June,83960,4009.449,191359,6634.71,275319,10644.159,0.0477542758456407,0.0346715336096028,2625.261,-5.63,24.29,10891.9,0.028,78,0.439,0.604
ABHYUDAYA CO-OP BANK,2018-07-01,2018,7,July,86543,3910.048,195283,6523.602,281826,10433.65,0.0451804074275215,0.0334058878653031,2613.554,-1.98,28.88,10785.76,0.0301,78,0.443,0.599
ABHYUDAYA CO-OP BANK,2018-08-01,2018,8,August,91153,4508.848,205065,7397.285,296218,11906.133,0.0494646144394589,0.0360728793309438,2888.437,14.11,43.97,10994.65,0.0318,78,0.445,0.61
ABHYUDAYA CO-OP BANK,2018-09-01,2018,9,September,86013,4800.134,195101,7002.622,281114,11802.756,0.0558070756746073,0.0358922916848196,2202.4880000000003,-0.87,16.65,11380.85,0.0328,78,0.441,0.685
ABHYUDAYA CO-OP BANK,2018-10-01,2018,10,October,96775,4502.309,224868,7599.587,321643,12101.896,0.0465234719710669,0.0337957690734119,3097.278,2.53,24.6,11936.93,0.0315,78,0.43,0.592
ABHYUDAYA CO-OP BANK,2018-11-01,2018,11,November,89637,4112.843,206609,7075.375,296246,11188.218,0.0458833182725883,0.0342452410107981,2962.532,-7.55,18.55,11697.62,0.0307,78,0.434,0.581
ABHYUDAYA CO-OP BANK,2018-12-01,2018,12,December,92285,4277.257,205680,6699.31,297965,10976.567,0.0463483448014303,0.0325715188642551,2422.053000000001,-1.89,21.31,11422.23,0.028,78,0.449,0.638
ABHYUDAYA CO-OP BANK,2019-01-01,2019,1,January,97257,4527.533,213873,7702.265,311130,12229.798,0.0465522584492632,0.036013264881495,3174.732,11.42,23.82,11464.86,0.0311,78,0.455,0.588
ABHYUDAYA CO-OP BANK,2019-02-01,2019,2,February,88490,4118.632,198785,6911.913,287275,11030.544999999998,0.0465434738388518,0.034770797595392,2793.281,-9.81,13.16,11412.3,0.0287,78,0.445,0.596
ABHYUDAYA CO-OP BANK,2019-03-01,2019,3,March,101118,5501.694,228927,9165.154,330045,14666.848000000002,0.054408651278704,0.040035268884841,3663.46,32.97,14.84,12642.4,0.0288,78,0.442,0.6
ABHYUDAYA CO-OP BANK,2019-04-01,2019,4,April,90326,4743.4,205152,7615.126,295478,12358.526,0.0525142262471492,0.0371194333957261,2871.726000000001,-15.74,14.94,12685.31,0.0301,78,0.44,0.623
ABHYUDAYA CO-OP BANK,2019-05-01,2019,5,May,95916,5045.194,210301,7998.991,306217,13044.185,0.0526001292797864,0.0380359151882302,2953.797,5.55,15.65,13356.52,0.0307,78,0.456,0.631
ABHYUDAYA CO-OP BANK,2019-06-01,2019,6,June,84804,3508.055,197811,6981.314,282615,10489.369,0.0413666218574595,0.0352928502459418,3473.2590000000005,-19.59,-1.45,11964.03,0.03,78,0.429,0.502
ABHYUDAYA CO-OP BANK,2019-07-01,2019,7,July,95585,3935.064,216209,7415.388,311794,11350.452,0.0411682167704137,0.0342973141728605,3480.324,8.21,8.79,11628.0,0.0318,78,0.442,0.531
ABHYUDAYA CO-OP BANK,2019-08-01,2019,8,August,96798,3611.18,224362,7831.06,321160,11442.24,0.0373063493047377,0.0349036824417682,4219.880000000001,0.81,-3.9,11094.02,0.0319,78,0.431,0.461
ABHYUDAYA CO-OP BANK,2019-09-01,2019,9,September,85765,3617.04,195880,6468.94,281645,10085.98,0.0421738471404419,0.0330250153154992,2851.9,-11.85,-14.55,10959.56,0.0278,78,0.438,0.559
ABHYUDAYA CO-OP BANK,2019-10-01,2019,10,October,101083,4097.21,247074,8728.58,348157,12825.79,0.0405331262427905,0.035327796530594,4631.37,27.16,5.98,11451.34,0.0345,78,0.409,0.469
ABHYUDAYA CO-OP BANK,2019-11-01,2019,11,November,92913,3862.77,215946,7112.37,308859,10975.14,0.0415740531464918,0.0329358728571031,3249.6,-14.43,-1.9,11295.64,0.0316,78,0.43,0.543
ABHYUDAYA CO-OP BANK,2019-12-01,2019,12,December,98759,4218.03,228007,7355.1,326766,11573.13,0.0427103352605838,0.032258220142364,3137.0700000000006,5.45,5.43,11791.35,0.0298,78,0.433,0.573
ABHYUDAYA CO-OP BANK,2020-01-01,2020,1,January,111135,4518.96,236440,8525.86,347575,13044.82,0.0406618976919962,0.0360592962273726,4006.900000000001,12.72,6.66,11864.36,0.0338,78,0.47,0.53
ABHYUDAYA CO-OP BANK,2020-02-01,2020,2,February,110234,4399.13,225959,8256.9,336193,12656.03,0.0399071974164051,0.0365415849778057,3857.77,-2.98,14.74,12424.66,0.0338,78,0.488,0.533
ABHYUDAYA CO-OP BANK,2020-03-01,2020,3,March,105544,3932.94,213840,7129.57,319384,11062.51,0.0372635109527779,0.0333406752712308,3196.63,-12.59,-24.57,12254.45,0.0242,78,0.494,0.552
ABHYUDAYA CO-OP BANK,2020-04-01,2020,4,April,71793,1707.56,143159,3948.47,214952,5656.03,0.0237844915242433,0.0275810113230743,2240.91,-48.87,-54.23,9791.52,0.0216,78,0.501,0.432
ABHYUDAYA CO-OP BANK,2020-05-01,2020,5,May,87607,2080.35,158235,4252.79,245842,6333.139999999999,0.0237463901286426,0.026876417985907,2172.44,11.97,-51.45,7683.89,0.0214,78,0.554,0.489
